study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	nominal_length	library_layout	read_count	base_count	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	sample_alias	sample_title
PRJEB7359	SAMEA2785574	ERS555264	ERX593966	ERR637521	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	65344734	13068946800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR637/ERR637521/ERR637521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR637/ERR637521/ERR637521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA362/ERA362838/bam/I_S1_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA362/ERA362838/bam/I_S1_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR637/ERR637521	ftp.sra.ebi.ac.uk/vol1/err/ERR637/ERR637521	I_S1	I_S1
PRJEB7359	SAMEA2785575	ERS555265	ERX593967	ERR637522	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	65778265	13155653000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR637/ERR637522/ERR637522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR637/ERR637522/ERR637522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA362/ERA362838/bam/I_S2_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA362/ERA362838/bam/I_S2_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR637/ERR637522	ftp.sra.ebi.ac.uk/vol1/err/ERR637/ERR637522	I_S2	I_S2
PRJEB7359	SAMEA2785576	ERS555266	ERX593968	ERR637523	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	74657700	14931540000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR637/ERR637523/ERR637523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR637/ERR637523/ERR637523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA362/ERA362838/bam/I_S3_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA362/ERA362838/bam/I_S3_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR637/ERR637523	ftp.sra.ebi.ac.uk/vol1/err/ERR637/ERR637523	I_S3	I_S3
PRJEB7359	SAMEA2785577	ERS555267	ERX593969	ERR637524	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	91501376	18300275200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR637/ERR637524/ERR637524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR637/ERR637524/ERR637524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA362/ERA362838/bam/I_S4-19_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA362/ERA362838/bam/I_S4-19_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR637/ERR637524	ftp.sra.ebi.ac.uk/vol1/err/ERR637/ERR637524	I_S4-19	I_S4-19
PRJEB7359	SAMEA3166387	ERS622259	ERX636987	ERR692007	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	76592102	15318420400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692007/ERR692007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692007/ERR692007_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_117_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_117_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692007	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692007	H_117	H_117
PRJEB7359	SAMEA3166388	ERS622260	ERX636988	ERR692008	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	86429744	17285948800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692008/ERR692008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692008/ERR692008_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_118_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_118_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692008	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692008	H_118	H_118
PRJEB7359	SAMEA3166389	ERS622261	ERX636989	ERR692009	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	81105057	16221011400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692009/ERR692009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692009/ERR692009_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_126_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_126_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692009	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692009	H_126	H_126
PRJEB7359	SAMEA3166397	ERS622269	ERX636990	ERR692010	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	72097291	14419458200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692010/ERR692010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692010/ERR692010_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_12_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_12_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692010	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692010	H_12	H_12
PRJEB7359	SAMEA3166390	ERS622262	ERX636991	ERR692011	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	72249211	14449842200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692011/ERR692011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692011/ERR692011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_31_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_31_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692011	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692011	H_31	H_31
PRJEB7359	SAMEA3166391	ERS622263	ERX636992	ERR692012	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	146580720	29316144000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692012/ERR692012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692012/ERR692012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_354_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_354_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692012	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692012	H_354	H_354
PRJEB7359	SAMEA3166392	ERS622264	ERX636993	ERR692013	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	82795943	16559188600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692013/ERR692013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692013/ERR692013_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_367_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_367_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692013	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692013	H_367	H_367
PRJEB7359	SAMEA3166393	ERS622265	ERX636994	ERR692014	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	73217290	14643458000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692014/ERR692014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692014/ERR692014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_377_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_377_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692014	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692014	H_377	H_377
PRJEB7359	SAMEA3166394	ERS622266	ERX636995	ERR692015	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	79627241	15925448200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692015/ERR692015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692015/ERR692015_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_379_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_379_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692015	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692015	H_379	H_379
PRJEB7359	SAMEA3166395	ERS622267	ERX636996	ERR692016	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	150332239	30066447800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692016/ERR692016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692016/ERR692016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_392_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_392_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692016	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692016	H_392	H_392
PRJEB7359	SAMEA3166398	ERS622270	ERX636997	ERR692017	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	82258993	16451798600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692017/ERR692017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692017/ERR692017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_43_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_43_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692017	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692017	H_43	H_43
PRJEB7359	SAMEA3166396	ERS622268	ERX636998	ERR692018	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	89011598	17802319600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692018/ERR692018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692018/ERR692018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_452_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_452_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692018	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692018	H_452	H_452
PRJEB7359	SAMEA3166399	ERS622271	ERX636999	ERR692019	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	93612116	18722423200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692019/ERR692019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692019/ERR692019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_454_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_454_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692019	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692019	H_454	H_454
PRJEB7359	SAMEA3166400	ERS622272	ERX637000	ERR692020	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	64086868	12817373600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692020/ERR692020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692020/ERR692020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_473_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_473_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692020	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692020	H_473	H_473
PRJEB7359	SAMEA3166401	ERS622273	ERX637001	ERR692021	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	70317931	14063586200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692021/ERR692021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692021/ERR692021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_52_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_52_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692021	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692021	H_52	H_52
PRJEB7359	SAMEA3166402	ERS622274	ERX637002	ERR692022	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	58701377	11740275400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692022/ERR692022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692022/ERR692022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_53_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_53_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692022	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692022	H_53	H_53
PRJEB7359	SAMEA3166403	ERS622275	ERX637003	ERR692023	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	83380829	16676165800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692023/ERR692023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692023/ERR692023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_76_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_76_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692023	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692023	H_76	H_76
PRJEB7359	SAMEA3166404	ERS622276	ERX637004	ERR692024	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	75077704	15015540800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692024/ERR692024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692024/ERR692024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_78_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_78_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692024	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692024	H_78	H_78
PRJEB7359	SAMEA3166405	ERS622277	ERX637005	ERR692025	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	70707200	14141440000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692025/ERR692025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692025/ERR692025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_86_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_86_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692025	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692025	H_86	H_86
PRJEB7359	SAMEA3166406	ERS622278	ERX637006	ERR692026	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	110741943	22148388600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692026/ERR692026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692026/ERR692026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_94_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391986/bam/H_94_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692026	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692026	H_94	H_94
PRJEB7359	SAMEA3166413	ERS622285	ERX637027	ERR692047	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	105349160	23101481050	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692047/ERR692047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692047/ERR692047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_119601_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_119601_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692047	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692047	CZC_119601	CZC_119601
PRJEB7359	SAMEA3166414	ERS622286	ERX637028	ERR692048	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	104628424	22975820200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692048/ERR692048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692048/ERR692048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_304236_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_304236_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692048	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692048	CZC_304236	CZC_304236
PRJEB7359	SAMEA3166415	ERS622287	ERX637029	ERR692049	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	108323229	23394915550	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692049/ERR692049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692049/ERR692049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_382648_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_382648_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692049	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692049	CZC_382648	CZC_382648
PRJEB7359	SAMEA3166416	ERS622288	ERX637030	ERR692050	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	118639999	25921941800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692050/ERR692050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692050/ERR692050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_382761_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_382761_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692050	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692050	CZC_382761	CZC_382761
PRJEB7359	SAMEA3166417	ERS622289	ERX637031	ERR692051	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	82600710	16520142000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692051/ERR692051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692051/ERR692051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_419135_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_419135_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692051	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692051	CZC_419135	CZC_419135
PRJEB7359	SAMEA3166418	ERS622290	ERX637032	ERR692052	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	106694584	23625247100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692052/ERR692052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692052/ERR692052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_419251_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_419251_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692052	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692052	CZC_419251	CZC_419251
PRJEB7359	SAMEA3166419	ERS622291	ERX637033	ERR692053	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	69752582	15133851500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692053/ERR692053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692053/ERR692053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_419493_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_419493_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692053	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692053	CZC_419493	CZC_419493
PRJEB7359	SAMEA3166420	ERS622292	ERX637034	ERR692054	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	50857481	10171496200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692054/ERR692054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692054/ERR692054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_461398_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_461398_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692054	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692054	CZC_461398	CZC_461398
PRJEB7359	SAMEA3166421	ERS622293	ERX637035	ERR692055	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	72161029	16105739850	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692055/ERR692055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692055/ERR692055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_48837_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_48837_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692055	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692055	CZC_48837	CZC_48837
PRJEB7359	SAMEA3166422	ERS622294	ERX637036	ERR692056	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	102826367	22592399600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692056/ERR692056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692056/ERR692056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_73077_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_73077_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692056	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692056	CZC_73077	CZC_73077
PRJEB7359	SAMEA3166423	ERS622295	ERX637037	ERR692057	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	77890112	17435698300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692057/ERR692057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692057/ERR692057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_82259_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_82259_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692057	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692057	CZC_82259	CZC_82259
PRJEB7359	SAMEA3166424	ERS622296	ERX637038	ERR692058	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	108080235	23464811800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692058/ERR692058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692058/ERR692058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_82317_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_82317_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692058	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692058	CZC_82317	CZC_82317
PRJEB7359	SAMEA3166425	ERS622297	ERX637039	ERR692059	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	108785129	23293308500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692059/ERR692059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692059/ERR692059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_82348_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_82348_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692059	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692059	CZC_82348	CZC_82348
PRJEB7359	SAMEA3166426	ERS622298	ERX637040	ERR692060	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	102647254	22418636250	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692060/ERR692060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692060/ERR692060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_82352_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_82352_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692060	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692060	CZC_82352	CZC_82352
PRJEB7359	SAMEA3166427	ERS622299	ERX637041	ERR692061	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	100079649	21786185400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692061/ERR692061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692061/ERR692061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_82355_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_82355_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692061	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692061	CZC_82355	CZC_82355
