study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	nominal_length	library_layout	read_count	base_count	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	sample_alias	sample_title
PRJEB7359	SAMEA3166428	ERS622300	ERX637042	ERR692062	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	66912083	15034164400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692062/ERR692062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692062/ERR692062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_82356_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_82356_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692062	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692062	CZC_82356	CZC_82356
PRJEB7359	SAMEA3166429	ERS622301	ERX637043	ERR692063	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	99315332	19863066400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692063/ERR692063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692063/ERR692063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_83353_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_83353_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692063	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692063	CZC_83353	CZC_83353
PRJEB7359	SAMEA3166430	ERS622302	ERX637044	ERR692064	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	68981604	15754647250	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692064/ERR692064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692064/ERR692064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_83359_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_83359_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692064	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692064	CZC_83359	CZC_83359
PRJEB7359	SAMEA3166431	ERS622303	ERX637045	ERR692065	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	108984362	23424375000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692065/ERR692065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692065/ERR692065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_91319_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_91319_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692065	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692065	CZC_91319	CZC_91319
PRJEB7359	SAMEA3166432	ERS622304	ERX637046	ERR692066	59894	Ficedula albicollis	Illumina HiSeq 2000	450	PAIRED	75617526	16336374550	ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692066/ERR692066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR692/ERR692066/ERR692066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_91360_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA391/ERA391991/bam/CZC_91360_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692066	ftp.sra.ebi.ac.uk/vol1/err/ERR692/ERR692066	CZC_91360	CZC_91360
PRJEB7359	SAMEA3167980	ERS622598	ERX638819	ERR693839	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	75702302	15140460400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693839/ERR693839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693839/ERR693839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312350_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312350_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693839	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693839	CZP_312350	CZP_312350
PRJEB7359	SAMEA3167981	ERS622599	ERX638820	ERR693840	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	112261543	24989926900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693840/ERR693840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693840/ERR693840_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312382_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312382_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693840	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693840	CZP_312382	CZP_312382
PRJEB7359	SAMEA3167982	ERS622600	ERX638821	ERR693841	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	78731367	16890781200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693841/ERR693841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693841/ERR693841_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312466_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312466_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693841	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693841	CZP_312466	CZP_312466
PRJEB7359	SAMEA3167983	ERS622601	ERX638822	ERR693842	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	82757590	16551518000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693842/ERR693842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693842/ERR693842_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312467_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312467_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693842	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693842	CZP_312467	CZP_312467
PRJEB7359	SAMEA3167984	ERS622602	ERX638823	ERR693843	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	99487394	19897478800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693843/ERR693843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693843/ERR693843_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312470_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312470_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693843	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693843	CZP_312470	CZP_312470
PRJEB7359	SAMEA3167985	ERS622603	ERX638824	ERR693844	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	135734554	30831748700	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693844/ERR693844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693844/ERR693844_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312472_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312472_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693844	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693844	CZP_312472	CZP_312472
PRJEB7359	SAMEA3167986	ERS622604	ERX638825	ERR693845	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	75354169	15070833800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693845/ERR693845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693845/ERR693845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312480_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312480_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693845	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693845	CZP_312480	CZP_312480
PRJEB7359	SAMEA3167987	ERS622605	ERX638826	ERR693846	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	80709431	16141886200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693846/ERR693846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693846/ERR693846_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312490_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312490_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693846	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693846	CZP_312490	CZP_312490
PRJEB7359	SAMEA3167988	ERS622606	ERX638827	ERR693847	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	76919453	15383890600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693847/ERR693847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693847/ERR693847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312496_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_312496_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693847	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693847	CZP_312496	CZP_312496
PRJEB7359	SAMEA3167989	ERS622607	ERX638828	ERR693848	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	93267930	19898792550	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693848/ERR693848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693848/ERR693848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522953_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522953_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693848	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693848	CZP_522953	CZP_522953
PRJEB7359	SAMEA3167990	ERS622608	ERX638829	ERR693849	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	68429244	13685848800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693849/ERR693849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693849/ERR693849_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522954_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522954_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693849	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693849	CZP_522954	CZP_522954
PRJEB7359	SAMEA3167991	ERS622609	ERX638830	ERR693850	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	74186690	16225949750	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693850/ERR693850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693850/ERR693850_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522955_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522955_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693850	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693850	CZP_522955	CZP_522955
PRJEB7359	SAMEA3167992	ERS622610	ERX638831	ERR693851	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	82539202	16507840400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693851/ERR693851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693851/ERR693851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522956_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522956_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693851	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693851	CZP_522956	CZP_522956
PRJEB7359	SAMEA3167993	ERS622611	ERX638832	ERR693852	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	73931710	16605065700	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693852/ERR693852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693852/ERR693852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522957_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522957_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693852	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693852	CZP_522957	CZP_522957
PRJEB7359	SAMEA3167994	ERS622612	ERX638833	ERR693853	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	97857044	19571408800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693853/ERR693853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693853/ERR693853_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522958_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522958_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693853	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693853	CZP_522958	CZP_522958
PRJEB7359	SAMEA3167995	ERS622613	ERX638834	ERR693854	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	143973919	28794783800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693854/ERR693854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693854/ERR693854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522960_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522960_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693854	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693854	CZP_522960	CZP_522960
PRJEB7359	SAMEA3167996	ERS622614	ERX638835	ERR693855	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	85640506	17128101200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693855/ERR693855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693855/ERR693855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522961_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522961_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693855	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693855	CZP_522961	CZP_522961
PRJEB7359	SAMEA3167997	ERS622615	ERX638836	ERR693856	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	86166574	17233314800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693856/ERR693856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693856/ERR693856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522963_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522963_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693856	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693856	CZP_522963	CZP_522963
PRJEB7359	SAMEA3167998	ERS622616	ERX638837	ERR693857	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	88757215	17751443000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693857/ERR693857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693857/ERR693857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522964_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522964_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693857	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693857	CZP_522964	CZP_522964
PRJEB7359	SAMEA3167999	ERS622617	ERX638838	ERR693858	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	69494721	13898944200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693858/ERR693858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR693/ERR693858/ERR693858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522965_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA392/ERA392244/bam/CZP_522965_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693858	ftp.sra.ebi.ac.uk/vol1/err/ERR693/ERR693858	CZP_522965	CZP_522965
PRJEB7359	SAMEA3172316	ERS626559	ERX643709	ERR699270	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	127812406	25562481200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699270/ERR699270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699270/ERR699270_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CA91255_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CA91255_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699270	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699270	OP_CA91255	OP_CA91255
PRJEB7359	SAMEA3172317	ERS626560	ERX643710	ERR699271	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	94503704	18900740800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699271/ERR699271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699271/ERR699271_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CA91262_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CA91262_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699271	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699271	OP_CA91262	OP_CA91262
PRJEB7359	SAMEA3172318	ERS626561	ERX643711	ERR699272	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	81018348	16203669600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699272/ERR699272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699272/ERR699272_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CC30243_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CC30243_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699272	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699272	OP_CC30243	OP_CC30243
PRJEB7359	SAMEA3172319	ERS626562	ERX643712	ERR699273	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	82068197	16413639400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699273/ERR699273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699273/ERR699273_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CJ23028_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CJ23028_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699273	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699273	OP_CJ23028	OP_CJ23028
PRJEB7359	SAMEA3172320	ERS626563	ERX643713	ERR699274	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	71470314	14294062800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699274/ERR699274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699274/ERR699274_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CJ23501_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CJ23501_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699274	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699274	OP_CJ23501	OP_CJ23501
PRJEB7359	SAMEA3172321	ERS626564	ERX643714	ERR699275	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	82392082	16478416400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699275/ERR699275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699275/ERR699275_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CJ23689_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CJ23689_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699275	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699275	OP_CJ23689	OP_CJ23689
PRJEB7359	SAMEA3172322	ERS626565	ERX643715	ERR699276	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	136496559	27299311800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699276/ERR699276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699276/ERR699276_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53198_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53198_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699276	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699276	OP_CK53198	OP_CK53198
PRJEB7359	SAMEA3172323	ERS626566	ERX643716	ERR699277	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	177058743	35411748600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699277/ERR699277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699277/ERR699277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53268_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53268_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699277	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699277	OP_CK53268	OP_CK53268
PRJEB7359	SAMEA3172324	ERS626567	ERX643717	ERR699278	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	74302368	14860473600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699278/ERR699278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699278/ERR699278_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53444_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53444_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699278	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699278	OP_CK53444	OP_CK53444
PRJEB7359	SAMEA3172325	ERS626568	ERX643718	ERR699279	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	77289234	15457846800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699279/ERR699279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699279/ERR699279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53825_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53825_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699279	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699279	OP_CK53825	OP_CK53825
PRJEB7359	SAMEA3172326	ERS626569	ERX643719	ERR699280	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	94317504	18863500800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699280/ERR699280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699280/ERR699280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53848_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53848_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699280	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699280	OP_CK53848	OP_CK53848
PRJEB7359	SAMEA3172327	ERS626570	ERX643720	ERR699281	46689	Ficedula hypoleuca	Illumina HiSeq 2000	450	PAIRED	76154896	15230979200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699281/ERR699281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR699/ERR699281/ERR699281_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53886_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA393/ERA393584/bam/OP_CK53886_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699281	ftp.sra.ebi.ac.uk/vol1/err/ERR699/ERR699281	OP_CK53886	OP_CK53886
